Instância	melhor custo	média custo		std custo	média tempo		std tempo


############################Aleatório############################

RanInt_n060_ss_03.txt	27868.00		26557.200	854.169		0.000	0.000
RanInt_n060_ss_04.txt	27866.00		26843.200	808.087		0.000	0.000
RanInt_n060_ss_05.txt	28144.00		27413.600	604.595		0.000	0.000
RanInt_n060_ss_06.txt	27524.00		26420.800	643.382		0.000	0.000
RanInt_n060_ss_07.txt	27238.00		26942.000	399.682		0.000	0.000
RanInt_n060_ss_08.txt	28858.00		27003.600	1255.518		0.000	0.000
RanInt_n060_ss_09.txt	28122.00		27224.000	722.740		0.000	0.000
RanInt_n060_ss_10.txt	27254.00		26746.000	361.209		0.000	0.000
RanInt_n120_ds_01.txt	70068.00		67742.400	1719.146		0.001	0.000
RanInt_n120_ds_02.txt	71326.00		68465.200	1548.464		0.001	0.000
RanInt_n120_ds_03.txt	67918.00		66960.000	585.225		0.001	0.000
RanInt_n120_ds_04.txt	68926.00		67856.000	1054.397		0.001	0.000
RanInt_n120_ds_05.txt	68674.00		67739.600	669.220		0.001	0.000
RanInt_n120_ds_06.txt	67966.00		66328.400	1323.810		0.001	0.000
RanInt_n120_ds_07.txt	68192.00		66408.000	1181.425		0.001	0.000
RanInt_n120_ds_08.txt	69282.00		67870.800	813.059		0.001	0.000
RanInt_n120_ds_09.txt	69310.00		67707.200	1935.848		0.001	0.000
RanInt_n120_ds_10.txt	71032.00		66910.400	2528.390		0.001	0.000
RanInt_n120_ss_01.txt	67726.00		66494.000	1121.645		0.001	0.000
RanInt_n120_ss_02.txt	67230.00		66700.800	401.632		0.001	0.000
RanInt_n120_ss_03.txt	66298.00		65772.400	495.257		0.001	0.000
RanInt_n120_ss_04.txt	68654.00		65754.800	2048.361		0.001	0.000
RanInt_n120_ss_05.txt	67996.00		66781.600	1096.690		0.001	0.000
RanInt_n120_ss_06.txt	67630.00		65386.400	1939.647		0.001	0.000
RanInt_n120_ss_07.txt	67980.00		65527.600	1439.352		0.001	0.000
RanInt_n120_ss_08.txt	67264.00		65800.800	935.525		0.001	0.000
RanInt_n120_ss_09.txt	68544.00		66577.200	1686.850		0.001	0.000
RanInt_n120_ss_10.txt	68874.00		67711.600	838.125		0.001	0.000
RanInt_n240_ds_01.txt	233572.00		230739.200	2172.253		0.002	0.000
RanInt_n240_ds_02.txt	230602.00		228861.200	1257.013		0.002	0.000
RanInt_n240_ds_03.txt	229282.00		227342.000	2221.745		0.002	0.000
RanInt_n240_ds_04.txt	233488.00		228907.600	2319.820		0.002	0.000
RanInt_n240_ds_05.txt	232998.00		230290.800	1889.493		0.002	0.000
RanInt_n240_ds_06.txt	237078.00		232780.800	2772.343		0.002	0.000
RanInt_n240_ds_07.txt	235044.00		229874.800	3299.628		0.002	0.000
RanInt_n240_ds_08.txt	232296.00		229927.600	2529.939		0.001	0.000
RanInt_n240_ds_09.txt	234446.00		231148.000	3049.180		0.002	0.000
RanInt_n240_ds_10.txt	234330.00		230276.000	4128.129		0.002	0.000
RanInt_n240_ss_01.txt	230610.00		229197.200	1612.543		0.001	0.000
RanInt_n240_ss_02.txt	232022.00		228045.600	2653.347		0.001	0.000
RanInt_n240_ss_03.txt	230594.00		227966.800	2614.663		0.001	0.000
RanInt_n240_ss_04.txt	234074.00		232129.600	1538.811		0.001	0.000
RanInt_n240_ss_05.txt	236070.00		230512.400	3322.559		0.001	0.000
RanInt_n240_ss_06.txt	231768.00		227879.600	2166.472		0.001	0.000
RanInt_n240_ss_07.txt	229624.00		228890.800	651.386		0.001	0.000
RanInt_n240_ss_08.txt	229016.00		226576.000	1697.833		0.001	0.000
RanInt_n240_ss_09.txt	228912.00		227880.400	1049.684		0.001	0.000
RanInt_n240_ss_10.txt	235158.00		229608.000	3378.522		0.001	0.000
